anchor_type	anchor_id	anchor_key_slp1	target_locus	link_type	source_dataset	match_method	confidence	evidence_count	date
root	root:kzE	kzE	commentary:sundara-lexical:V.17.30	commentary-citation	CommentaryStrategies/data/lexical/ch17.json	exact	0.95	1	26-08-2026
root	root:vad	vad	commentary:sundara-lexical:V.18.3	commentary-citation	CommentaryStrategies/data/lexical/ch18.json	exact	0.95	1	26-08-2026
root	root:sraMs	sraMs	commentary:sundara-lexical:V.18.4	commentary-citation	CommentaryStrategies/data/lexical/ch18.json	exact	0.95	1	26-08-2026
root	root:vij	vij	commentary:sundara-lexical:V.18.11	commentary-citation	CommentaryStrategies/data/lexical/ch18.json	exact	0.95	1	26-08-2026
root	root:vyaD	vyaD	commentary:sundara-lexical:V.18.23	commentary-citation	CommentaryStrategies/data/lexical/ch18.json	exact	0.95	1	26-08-2026
root	root:DU	DU	commentary:sundara-lexical:V.18.31	commentary-citation	CommentaryStrategies/data/lexical/ch18.json	exact	0.95	2	26-08-2026
root	root:kf	kf	commentary:sundara-lexical:V.19.10	commentary-citation	CommentaryStrategies/data/lexical/ch19.json	exact	0.95	1	26-08-2026
root	root:jYA	jYA	commentary:sundara-lexical:V.19.11	commentary-citation	CommentaryStrategies/data/lexical/ch19.json	exact	0.95	1	26-08-2026
root	root:Df	Df	commentary:sundara-lexical:V.20.5	commentary-citation	CommentaryStrategies/data/lexical/ch20.json	exact	0.95	1	26-08-2026
root	root:SI	SI	commentary:sundara-lexical:V.20.26	commentary-citation	CommentaryStrategies/data/lexical/ch20.json	exact	0.95	1	26-08-2026
root	root:luB	luB	commentary:sundara-lexical:V.21.11	commentary-citation	CommentaryStrategies/data/lexical/ch21.json	exact	0.95	1	26-08-2026
root	root:Sap	Sap	commentary:sundara-lexical:V.21.24	commentary-citation	CommentaryStrategies/data/lexical/ch21.json	exact	0.95	1	26-08-2026
root	root:vf	vf	commentary:sundara-lexical:V.21.27	commentary-citation	CommentaryStrategies/data/lexical/ch21.json	exact	0.95	1	26-08-2026
root	root:sf	sf	commentary:sundara-lexical:V.22.3	commentary-citation	CommentaryStrategies/data/lexical/ch22.json	exact	0.95	1	26-08-2026
root	root:vft	vft	commentary:sundara-lexical:V.22.12	commentary-citation	CommentaryStrategies/data/lexical/ch22.json	exact	0.95	1	26-08-2026
root	root:vf	vf	commentary:sundara-lexical:V.22.33	commentary-citation	CommentaryStrategies/data/lexical/ch22.json	exact	0.95	1	26-08-2026
root	root:Sru	Sru	commentary:sundara-lexical:V.23.7	commentary-citation	CommentaryStrategies/data/lexical/ch23.json	exact	0.95	1	26-08-2026
root	root:sic	sic	commentary:sundara-lexical:V.23.11	commentary-citation	CommentaryStrategies/data/lexical/ch23.json	exact	0.95	1	26-08-2026
root	root:vfz	vfz	commentary:sundara-lexical:V.23.17	commentary-citation	CommentaryStrategies/data/lexical/ch23.json	exact	0.95	1	26-08-2026
root	root:f	f	commentary:sundara-lexical:V.23.18	commentary-citation	CommentaryStrategies/data/lexical/ch23.json	exact	0.95	1	26-08-2026
root	root:Buj	Buj	commentary:sundara-lexical:V.24.4	commentary-citation	CommentaryStrategies/data/lexical/ch24.json	exact	0.95	1	26-08-2026
root	root:aS	aS	commentary:sundara-lexical:V.24.47	commentary-citation	CommentaryStrategies/data/lexical/ch24.json	exact	0.95	1	26-08-2026
root	root:piS	piS	commentary:sundara-lexical:V.24.47	commentary-citation	CommentaryStrategies/data/lexical/ch24.json	exact	0.95	1	26-08-2026
root	root:gad	gad	commentary:sundara-lexical:V.25.2	commentary-citation	CommentaryStrategies/data/lexical/ch25.json	exact	0.95	1	26-08-2026
root	root:ji	ji	commentary:sundara-lexical:V.26.47	commentary-citation	CommentaryStrategies/data/lexical/ch26.json	exact	0.95	1	26-08-2026
root	root:vaD	vaD	commentary:sundara-lexical:V.28.5	commentary-citation	CommentaryStrategies/data/lexical/ch28.json	exact	0.95	1	26-08-2026
root	root:lok	lok	commentary:sundara-lexical:V.28.6	commentary-citation	CommentaryStrategies/data/lexical/ch28.json	exact	0.95	1	26-08-2026
root	root:ruc	ruc	commentary:sundara-lexical:V.28.6	commentary-citation	CommentaryStrategies/data/lexical/ch28.json	exact	0.95	1	26-08-2026
root	root:vid	vid	commentary:sundara-lexical:V.28.17	commentary-citation	CommentaryStrategies/data/lexical/ch28.json	exact	0.95	1	26-08-2026
root	root:DI	DI	commentary:sundara-lexical:V.28.20	commentary-citation	CommentaryStrategies/data/lexical/ch28.json	exact	0.95	1	26-08-2026
root	root:i	i	commentary:sundara-lexical:V.29.8	commentary-citation	CommentaryStrategies/data/lexical/ch29.json	exact	0.95	1	26-08-2026
root	root:vI	vI	commentary:sundara-lexical:V.29.8	commentary-citation	CommentaryStrategies/data/lexical/ch29.json	exact	0.95	1	26-08-2026
root	root:car	car	commentary:sundara-lexical:V.30.4	commentary-citation	CommentaryStrategies/data/lexical/ch30.json	exact	0.95	1	26-08-2026
root	root:guh	guh	commentary:sundara-lexical:V.30.4	commentary-citation	CommentaryStrategies/data/lexical/ch30.json	exact	0.95	2	26-08-2026
root	root:kf	kf	commentary:sundara-lexical:V.30.17	commentary-citation	CommentaryStrategies/data/lexical/ch30.json	exact	0.95	2	26-08-2026
root	root:vac	vac	commentary:sundara-lexical:V.30.17	commentary-citation	CommentaryStrategies/data/lexical/ch30.json	exact	0.95	1	26-08-2026
root	root:i	i	commentary:sundara-lexical:V.30.37	commentary-citation	CommentaryStrategies/data/lexical/ch30.json	exact	0.95	1	26-08-2026
root	root:kf	kf	commentary:sundara-lexical:V.30.41	commentary-citation	CommentaryStrategies/data/lexical/ch30.json	exact	0.95	1	26-08-2026
root	root:BU	BU	commentary:sundara-lexical:V.30.44	commentary-citation	CommentaryStrategies/data/lexical/ch30.json	exact	0.95	1	26-08-2026
root	root:dF	dF	commentary:sundara-lexical:V.31.3	commentary-citation	CommentaryStrategies/data/lexical/ch31.json	exact	0.95	1	26-08-2026
root	root:vft	vft	commentary:sundara-lexical:V.31.3	commentary-citation	CommentaryStrategies/data/lexical/ch31.json	exact	0.95	1	26-08-2026
root	root:tap	tap	commentary:sundara-lexical:V.31.7	commentary-citation	CommentaryStrategies/data/lexical/ch31.json	exact	0.95	1	26-08-2026
root	root:DA	DA	commentary:sundara-lexical:V.31.8	commentary-citation	CommentaryStrategies/data/lexical/ch31.json	exact	0.95	1	26-08-2026
root	root:piYj	piYj	commentary:sundara-lexical:V.32.1	commentary-citation	CommentaryStrategies/data/lexical/ch32.json	exact	0.95	1	26-08-2026
root	root:svap	svap	commentary:sundara-lexical:V.32.3	commentary-citation	CommentaryStrategies/data/lexical/ch32.json	exact	0.95	1	26-08-2026
root	root:SAs	SAs	commentary:sundara-lexical:V.32.9	commentary-citation	CommentaryStrategies/data/lexical/ch32.json	exact	0.95	1	26-08-2026
root	root:vac	vac	commentary:sundara-lexical:V.32.14	commentary-citation	CommentaryStrategies/data/lexical/ch32.json	exact	0.95	1	26-08-2026
root	root:ruh	ruh	commentary:sundara-lexical:V.33.7	commentary-citation	CommentaryStrategies/data/lexical/ch33.json	exact	0.95	1	26-08-2026
root	root:dA	dA	commentary:sundara-lexical:V.33.22	commentary-citation	CommentaryStrategies/data/lexical/ch33.json	exact	0.95	1	26-08-2026
root	root:gA	gA	commentary:sundara-lexical:V.34.6	commentary-citation	CommentaryStrategies/data/lexical/ch34.json	exact	0.95	1	26-08-2026
root	root:car	car	commentary:sundara-lexical:V.35.12	commentary-citation	CommentaryStrategies/data/lexical/ch35.json	exact	0.95	1	26-08-2026
root	root:guh	guh	commentary:sundara-lexical:V.35.15	commentary-citation	CommentaryStrategies/data/lexical/ch35.json	exact	0.95	1	26-08-2026
root	root:BA	BA	commentary:sundara-lexical:V.35.37	commentary-citation	CommentaryStrategies/data/lexical/ch35.json	exact	0.95	1	26-08-2026
root	root:i	i	commentary:sundara-lexical:V.35.58	commentary-citation	CommentaryStrategies/data/lexical/ch35.json	exact	0.95	2	26-08-2026
root	root:pat	pat	commentary:sundara-lexical:V.35.64	commentary-citation	CommentaryStrategies/data/lexical/ch35.json	exact	0.95	1	26-08-2026
root	root:DU	DU	commentary:sundara-lexical:V.35.72	commentary-citation	CommentaryStrategies/data/lexical/ch35.json	exact	0.95	2	26-08-2026
root	root:BU	BU	commentary:sundara-lexical:V.35.90	commentary-citation	CommentaryStrategies/data/lexical/ch35.json	exact	0.95	1	26-08-2026
root	root:uc	uc	commentary:sundara-lexical:V.36.21	commentary-citation	CommentaryStrategies/data/lexical/ch36.json	exact	0.95	1	26-08-2026
root	root:hi	hi	commentary:sundara-lexical:V.36.28	commentary-citation	CommentaryStrategies/data/lexical/ch36.json	exact	0.95	1	26-08-2026
root	root:Sap	Sap	commentary:sundara-lexical:V.36.38	commentary-citation	CommentaryStrategies/data/lexical/ch36.json	exact	0.95	1	26-08-2026
root	root:Baj	Baj	commentary:sundara-lexical:V.36.41	commentary-citation	CommentaryStrategies/data/lexical/ch36.json	exact	0.95	1	26-08-2026
root	root:DyE	DyE	commentary:sundara-lexical:V.36.43	commentary-citation	CommentaryStrategies/data/lexical/ch36.json	exact	0.95	1	26-08-2026
root	root:kf	kf	commentary:sundara-lexical:V.37.3	commentary-citation	CommentaryStrategies/data/lexical/ch37.json	exact	0.95	1	26-08-2026
root	root:DA	DA	commentary:sundara-lexical:V.37.4	commentary-citation	CommentaryStrategies/data/lexical/ch37.json	exact	0.95	2	26-08-2026
root	root:dA	dA	commentary:sundara-lexical:V.37.10	commentary-citation	CommentaryStrategies/data/lexical/ch37.json	exact	0.95	1	26-08-2026
root	root:kf	kf	commentary:sundara-lexical:V.37.18	commentary-citation	CommentaryStrategies/data/lexical/ch37.json	exact	0.95	1	26-08-2026
root	root:BU	BU	commentary:sundara-lexical:V.37.33	commentary-citation	CommentaryStrategies/data/lexical/ch37.json	exact	0.95	1	26-08-2026
root	root:yat	yat	commentary:sundara-lexical:V.37.60	commentary-citation	CommentaryStrategies/data/lexical/ch37.json	exact	0.95	1	26-08-2026
root	root:su	su	commentary:sundara-lexical:V.38.11	commentary-citation	CommentaryStrategies/data/lexical/ch38.json	exact	0.95	1	26-08-2026
root	root:i	i	commentary:sundara-lexical:V.38.21	commentary-citation	CommentaryStrategies/data/lexical/ch38.json	exact	0.95	1	26-08-2026
root	root:Sak	Sak	commentary:sundara-lexical:V.38.27	commentary-citation	CommentaryStrategies/data/lexical/ch38.json	exact	0.95	1	26-08-2026
root	root:IS	IS	commentary:sundara-lexical:V.38.55	commentary-citation	CommentaryStrategies/data/lexical/ch38.json	exact	0.95	1	26-08-2026
root	root:sev	sev	commentary:sundara-lexical:V.38.59	commentary-citation	CommentaryStrategies/data/lexical/ch38.json	exact	0.95	1	26-08-2026
root	root:pat	pat	commentary:sundara-lexical:V.38.65	commentary-citation	CommentaryStrategies/data/lexical/ch38.json	exact	0.95	1	26-08-2026
root	root:sah	sah	commentary:sundara-lexical:V.39.3	commentary-citation	CommentaryStrategies/data/lexical/ch39.json	exact	0.95	2	26-08-2026
root	root:aYj	aYj	commentary:sundara-lexical:V.39.6	commentary-citation	CommentaryStrategies/data/lexical/ch39.json	exact	0.95	1	26-08-2026
root	root:ruD	ruD	commentary:sundara-lexical:V.39.9	commentary-citation	CommentaryStrategies/data/lexical/ch39.json	exact	0.95	1	26-08-2026
root	root:tap	tap	commentary:sundara-lexical:V.39.23	commentary-citation	CommentaryStrategies/data/lexical/ch39.json	exact	0.95	1	26-08-2026
root	root:pad	pad	commentary:sundara-lexical:V.39.33	commentary-citation	CommentaryStrategies/data/lexical/ch39.json	exact	0.95	1	26-08-2026
root	root:jYA	jYA	commentary:sundara-lexical:V.40.4	commentary-citation	CommentaryStrategies/data/lexical/ch40.json	exact	0.95	1	26-08-2026
root	root:Suc	Suc	commentary:sundara-lexical:V.40.24	commentary-citation	CommentaryStrategies/data/lexical/ch40.json	exact	0.95	1	26-08-2026
root	root:vij	vij	commentary:sundara-lexical:V.40.24	commentary-citation	CommentaryStrategies/data/lexical/ch40.json	exact	0.95	1	26-08-2026
root	root:ah	ah	commentary:sundara-lexical:V.42.9	commentary-citation	CommentaryStrategies/data/lexical/ch42.json	exact	0.95	1	26-08-2026
root	root:i	i	commentary:sundara-lexical:V.42.9	commentary-citation	CommentaryStrategies/data/lexical/ch42.json	exact	0.95	1	26-08-2026
root	root:hu	hu	commentary:sundara-lexical:V.42.22	commentary-citation	CommentaryStrategies/data/lexical/ch42.json	exact	0.95	2	26-08-2026
root	root:kf	kf	commentary:sundara-lexical:V.42.24	commentary-citation	CommentaryStrategies/data/lexical/ch42.json	exact	0.95	1	26-08-2026
root	root:ji	ji	commentary:sundara-lexical:V.42.33	commentary-citation	CommentaryStrategies/data/lexical/ch42.json	exact	0.95	1	26-08-2026
root	root:as	as	commentary:sundara-lexical:V.43.8	commentary-citation	CommentaryStrategies/data/lexical/ch43.json	exact	0.95	1	26-08-2026
root	root:vid	vid	commentary:sundara-lexical:V.43.8	commentary-citation	CommentaryStrategies/data/lexical/ch43.json	exact	0.95	1	26-08-2026
root	root:Df	Df	commentary:sundara-lexical:V.43.18	commentary-citation	CommentaryStrategies/data/lexical/ch43.json	exact	0.95	1	26-08-2026
root	root:f	f	commentary:sundara-lexical:V.44.2	commentary-citation	CommentaryStrategies/data/lexical/ch44.json	exact	0.95	2	26-08-2026
root	root:ji	ji	commentary:sundara-lexical:V.44.2	commentary-citation	CommentaryStrategies/data/lexical/ch44.json	exact	0.95	1	26-08-2026
root	root:tap	tap	commentary:sundara-lexical:V.45.12	commentary-citation	CommentaryStrategies/data/lexical/ch45.json	exact	0.95	1	26-08-2026
root	root:vf	vf	commentary:sundara-lexical:V.46.1	commentary-citation	CommentaryStrategies/data/lexical/ch46.json	exact	0.95	1	26-08-2026
root	root:cal	cal	commentary:sundara-lexical:V.46.17	commentary-citation	CommentaryStrategies/data/lexical/ch46.json	exact	0.95	1	26-08-2026
root	root:siD	siD	commentary:sundara-lexical:V.46.17	commentary-citation	CommentaryStrategies/data/lexical/ch46.json	exact	0.95	1	26-08-2026
root	root:yuD	yuD	commentary:sundara-lexical:V.46.17	commentary-citation	CommentaryStrategies/data/lexical/ch46.json	exact	0.95	1	26-08-2026
root	root:vid	vid	commentary:sundara-lexical:V.46.27	commentary-citation	CommentaryStrategies/data/lexical/ch46.json	exact	0.95	1	26-08-2026
root	root:grah	grah	commentary:sundara-lexical:V.47.4	commentary-citation	CommentaryStrategies/data/lexical/ch47.json	exact	0.95	1	26-08-2026
root	root:car	car	commentary:sundara-lexical:V.47.5	commentary-citation	CommentaryStrategies/data/lexical/ch47.json	exact	0.95	1	26-08-2026
root	root:saYj	saYj	commentary:sundara-lexical:V.47.5	commentary-citation	CommentaryStrategies/data/lexical/ch47.json	exact	0.95	1	26-08-2026
root	root:cal	cal	commentary:sundara-lexical:V.47.13	commentary-citation	CommentaryStrategies/data/lexical/ch47.json	exact	0.95	1	26-08-2026
root	root:BU	BU	commentary:sundara-lexical:V.47.20	commentary-citation	CommentaryStrategies/data/lexical/ch47.json	exact	0.95	1	26-08-2026
root	root:vfD	vfD	commentary:sundara-lexical:V.47.29	commentary-citation	CommentaryStrategies/data/lexical/ch47.json	exact	0.95	1	26-08-2026
root	root:rakz	rakz	commentary:sundara-lexical:V.48.1	commentary-citation	CommentaryStrategies/data/lexical/ch48.json	exact	0.95	1	26-08-2026
root	root:rAD	rAD	commentary:sundara-lexical:V.48.2	commentary-citation	CommentaryStrategies/data/lexical/ch48.json	exact	0.95	1	26-08-2026
root	root:DA	DA	commentary:sundara-lexical:V.48.4	commentary-citation	CommentaryStrategies/data/lexical/ch48.json	exact	0.95	1	26-08-2026
root	root:Df	Df	commentary:sundara-lexical:V.48.13	commentary-citation	CommentaryStrategies/data/lexical/ch48.json	exact	0.95	1	26-08-2026
root	root:dfS	dfS	commentary:sundara-lexical:V.48.44	commentary-citation	CommentaryStrategies/data/lexical/ch48.json	exact	0.95	1	26-08-2026
root	root:as	as	commentary:sundara-lexical:V.48.48	commentary-citation	CommentaryStrategies/data/lexical/ch48.json	exact	0.95	1	26-08-2026
root	root:yuj	yuj	commentary:sundara-lexical:V.49.3	commentary-citation	CommentaryStrategies/data/lexical/ch49.json	exact	0.95	1	26-08-2026
root	root:ru	ru	commentary:sundara-lexical:V.50.1	commentary-citation	CommentaryStrategies/data/lexical/ch50.json	exact	0.95	1	26-08-2026
root	root:tij	tij	commentary:sundara-lexical:V.50.8	commentary-citation	CommentaryStrategies/data/lexical/ch50.json	exact	0.95	1	26-08-2026
root	root:diS	diS	commentary:sundara-lexical:V.51.2	commentary-citation	CommentaryStrategies/data/lexical/ch51.json	exact	0.95	1	26-08-2026
root	root:Buj	Buj	commentary:sundara-lexical:V.51.20	commentary-citation	CommentaryStrategies/data/lexical/ch51.json	exact	0.95	1	26-08-2026
root	root:kIrt	kIrt	commentary:sundara-lexical:V.51.23	commentary-citation	CommentaryStrategies/data/lexical/ch51.json	exact	0.95	1	26-08-2026
root	root:tap	tap	commentary:sundara-lexical:V.51.40	commentary-citation	CommentaryStrategies/data/lexical/ch51.json	exact	0.95	1	26-08-2026
root	root:kruD	kruD	commentary:sundara-lexical:V.52.1	commentary-citation	CommentaryStrategies/data/lexical/ch52.json	exact	0.95	1	26-08-2026
root	root:DA	DA	commentary:sundara-lexical:V.53.1	commentary-citation	CommentaryStrategies/data/lexical/ch53.json	exact	0.95	1	26-08-2026
root	root:ruz	ruz	commentary:sundara-lexical:V.53.9	commentary-citation	CommentaryStrategies/data/lexical/ch53.json	exact	0.95	1	26-08-2026
root	root:aS	aS	commentary:sundara-lexical:V.53.26	commentary-citation	CommentaryStrategies/data/lexical/ch53.json	exact	0.95	1	26-08-2026
root	root:hu	hu	commentary:sundara-lexical:V.53.26	commentary-citation	CommentaryStrategies/data/lexical/ch53.json	exact	0.95	1	26-08-2026
root	root:arc	arc	commentary:sundara-lexical:V.53.44	commentary-citation	CommentaryStrategies/data/lexical/ch53.json	exact	0.95	1	26-08-2026
root	root:tfp	tfp	commentary:sundara-lexical:V.54.5	commentary-citation	CommentaryStrategies/data/lexical/ch54.json	exact	0.95	1	26-08-2026
root	root:kzi	kzi	commentary:sundara-lexical:V.54.24	commentary-citation	CommentaryStrategies/data/lexical/ch54.json	exact	0.95	1	26-08-2026
root	root:BaYj	BaYj	commentary:sundara-lexical:V.54.25	commentary-citation	CommentaryStrategies/data/lexical/ch54.json	exact	0.95	1	26-08-2026
root	root:sah	sah	commentary:sundara-lexical:V.54.25	commentary-citation	CommentaryStrategies/data/lexical/ch54.json	exact	0.95	1	26-08-2026
root	root:DA	DA	commentary:sundara-lexical:V.54.26	commentary-citation	CommentaryStrategies/data/lexical/ch54.json	exact	0.95	1	26-08-2026
root	root:aYj	aYj	commentary:sundara-lexical:V.54.37	commentary-citation	CommentaryStrategies/data/lexical/ch54.json	exact	0.95	1	26-08-2026
root	root:aj	aj	commentary:sundara-lexical:V.54.37	commentary-citation	CommentaryStrategies/data/lexical/ch54.json	exact	0.95	1	26-08-2026
root	root:Sap	Sap	commentary:sundara-lexical:V.54.41	commentary-citation	CommentaryStrategies/data/lexical/ch54.json	exact	0.95	1	26-08-2026
